name_eng,rating,studio,kind,main_genre,secondary_genre,year,quarter,status,total_episodes,episodes_aired,duration_min,positive_count_r,negative_count_r,planned,score,success
Monotonous Purgatory,4,47,5,5,-1,2012,4,0,1,0,6,47,22,53,6.2,0
Sabage-bu! Specials,2,195,3,15,34,2014,3,0,6,0,10,407,104,604,7.28,1
Junjou Romantica 3,2,12,0,42,11,2015,3,0,12,12,24,3098,557,2591,7.68,1
Mikan Enikki Specials,4,6,3,15,11,1993,3,0,2,2,20,2,0,137,6.34,0
Boy Meets Harem The Animation,5,46,2,41,30,2014,4,0,1,2,26,454,224,538,7.12,1
Niku Mesu R30: Nikuyoku ni Ochita Mesu-tachi The Animation,5,477,2,41,-1,2014,4,0,1,1,28,23,42,151,6.2,0
Kamisama Hajimemashita◎,2,29,0,15,11,2015,1,0,12,12,23,21047,2364,9005,8.18,1
Digimon Adventure tri. 1: Saikai,2,3,1,34,17,2015,4,0,1,0,89,119,32,679,7.45,1
Hyakka Ryouran: Samurai After,0,41,2,13,30,2015,1,0,2,1,25,267,147,1091,6.65,0
AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,3,47,0,20,17,1989,2,0,26,0,24,0,0,34,6.4,0
"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",2,22,3,22,11,2014,3,0,1,0,23,77,42,248,6.88,0
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,4,404,1,11,44,2015,2,0,1,0,52,117,23,805,7.62,1
Cross Ange: Tenshi to Ryuu no Rondo,1,0,0,34,21,2014,4,0,25,25,23,5043,1044,10359,7.4,1
Yatterman Specials,4,61,3,17,11,2008,2,0,2,0,49,1,0,45,6.08,0
Yowamushi Pedal: Re:Ride,2,29,1,37,44,2014,3,0,1,1,88,174,44,581,7.36,1
Shingeki no Kyojin Season 2,1,532,0,37,34,2017,2,0,12,12,24,76384,7167,14199,8.5,1
Shingeki no Kyojin: Kuinaki Sentaku,1,532,2,15,34,2014,4,0,2,1,27,26087,2063,8817,8.41,1
Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,2,12,2,25,44,2015,1,0,2,0,39,469,36,1716,7.59,1
Pokemon Movie 18: Ring no Choumajin Hoopa,3,14,1,20,17,2015,3,0,1,0,78,196,88,393,6.53,0
Zephyr,2,40,3,44,5,2014,4,0,1,0,26,17,24,680,6.03,0
Shirobako,2,206,0,11,44,2014,4,0,24,24,24,6113,846,20882,8.31,1
Bonjour♪Koiaji Pâtisserie,2,378,4,15,11,2014,4,0,24,24,5,807,625,1781,6.11,0
PriPara Movie: Mi~nna Atsumare! Prism☆Tours,3,61,1,15,5,2015,1,0,1,0,90,15,7,229,6.73,0
Re-Kan!,2,195,0,22,11,2015,2,0,13,13,24,635,337,2463,6.76,0
Inugami-san to Nekoyama-san: Nekoyama-san to Onsen Ryokou,2,464,3,11,9,2014,3,0,1,0,4,336,270,381,6.47,0
Rolling☆Girls,2,532,0,34,17,2015,1,0,12,12,24,545,352,4513,6.59,0
Hello Kitty to Issho,4,197,2,20,11,1994,1,0,16,0,9,3,0,27,5.94,0
Toukiden Kiwami,2,77,4,34,0,2014,3,0,1,0,5,26,74,188,5.53,0
"Wake Up, Girl Zoo!",4,405,4,11,-1,2014,4,0,10,10,3,24,46,304,6.13,0
Demonion: Gaiden,5,574,2,41,-1,2014,4,0,2,2,20,68,82,280,6.5,0
Working!!!,2,213,0,22,11,2015,3,0,13,13,23,4876,579,4985,7.99,1
Stitch!: Itazura Alien no Daibouken - Uchuu Ichi no Oniichan,4,2,3,20,17,2010,3,0,1,1,21,22,24,88,5.77,0
Stitch to Suna no Wakusei,4,55,3,20,17,2012,2,0,1,1,48,17,21,70,5.76,0
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,2,0,3,11,-1,2014,3,0,3,0,8,260,214,864,6.73,0
Glass no Hana to Kowasu Sekai,2,213,1,21,-1,2015,4,0,1,0,67,620,388,3008,6.7,0
Sakura Capusule,4,470,2,20,32,2014,3,0,1,1,40,10,4,149,6.05,0
Oppai Gakuen Marching Band-bu!,5,103,2,41,-1,2014,4,0,1,1,27,111,71,211,6.89,0
Mahou Shoujo Lyrical Nanoha ViVid,2,213,0,34,17,2015,2,0,12,12,25,195,109,1164,6.73,0
Hacka Doll,2,515,4,0,-1,2014,3,0,2,0,1,69,142,702,5.69,0
Backkom Meogeujan Yeohaeng,4,499,1,20,17,2007,1,0,1,0,76,28,5,40,5.56,0
Backkom 2,4,499,0,20,11,2007,1,0,52,0,4,46,76,47,5.69,0
Backkom Sports,4,499,0,20,11,2009,1,0,52,0,3,36,47,43,5.72,0
Clock,4,499,3,10,-1,1999,1,0,1,0,1,13,4,38,4.89,0
Angel (Special),4,499,3,10,-1,2001,1,0,1,0,6,16,18,65,5.26,0
I Love Picnic,4,499,3,20,11,2003,1,0,1,0,4,19,26,28,5.35,0
I Love Sky,4,499,3,20,11,2004,1,0,1,0,4,19,41,28,5.44,0
Contact 2,4,499,3,20,11,2006,1,0,1,0,3,20,30,28,5.28,0
Sheep in the Island,4,499,3,11,-1,2004,1,0,2,0,9,11,8,27,5.24,0
Contact,4,499,3,20,11,2004,2,0,1,0,1,12,24,33,5.05,0
Bishoujo Mobage: Mobami-chan,2,515,4,4,5,2014,3,0,1,1,1,32,100,201,5.33,0
Minna Atsumare! Falcom Gakuen SC,2,328,0,22,11,2015,1,0,12,12,2,14,16,393,6.05,0
SheepWolf,4,499,4,20,11,2009,2,0,1,0,2,5,0,15,5.24,0
Super Backkom,4,499,3,20,11,2008,1,0,1,0,7,16,14,30,5.41,0
Backkom Mission Impossible,4,499,4,20,11,2008,1,0,2,0,0,13,9,27,5.55,0
Backkom: Jung-gug Gijeogwi,4,499,3,20,11,2013,1,0,1,0,0,16,5,24,5.34,0
Backkom Specials,4,499,4,20,11,2007,1,0,8,0,0,16,14,28,5.8,0
Rokujouma no Shinryakusha!? PV,2,378,3,11,36,2010,2,0,1,0,6,150,129,392,6.6,0
Haiyore! Nyaruko-san F,2,21,2,11,36,2015,2,0,1,0,27,1710,399,1945,7.48,1
Super Erotic Anime,5,47,2,41,-1,1985,4,0,2,0,27,8,1,50,5.03,0
Sweet Spot,2,26,2,11,-1,1991,2,0,1,1,44,6,0,64,5.51,0
Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,4,47,1,15,34,2008,1,0,1,0,12,10,4,63,6.23,0
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,1,376,0,37,34,2015,1,0,24,24,23,42308,2062,8428,8.43,1
Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,2,378,2,11,0,2015,3,0,1,0,26,1226,547,2637,7.01,1
Samurai Hormone The Animation,5,361,2,41,-1,2014,4,0,1,0,23,29,66,134,6.22,0
Kaibutsu Oujo Specials,1,61,3,37,17,2010,4,0,3,0,4,39,24,273,6.56,0
Donyatsu Specials,4,417,3,22,11,2013,4,0,2,0,2,17,11,58,5.61,0
Yasuji no Pornorama: Yacchimae!!,5,47,1,41,-1,1971,3,0,1,0,101,10,6,94,5.28,0
Military!,2,591,0,22,11,2015,1,0,12,12,3,416,580,1097,5.81,0
Hibike! Wadaiko,4,3,2,20,44,2004,1,0,1,0,22,1,0,28,6.66,0
Kokoroya,4,3,2,20,21,2014,1,0,1,0,25,0,0,40,6.16,0
Seitokai Yakuindomo* OVA,1,385,2,37,11,2014,2,0,10,0,25,1766,383,4848,7.88,1
Yuri Kuma Arashi,1,378,0,22,44,2015,1,0,12,12,24,1074,491,4443,7.06,1
Ikkitousen: Extravaganza Epoch,0,41,2,22,34,2014,4,0,2,0,25,225,152,1189,6.57,0
Ai Tenshi Densetsu Wedding Peach Specials,4,14,3,15,17,1995,4,0,2,0,10,11,6,91,6.2,0
Free!: Eternal Summer - Kindan no All Hard!,2,25,3,11,32,2015,1,0,1,0,24,3088,561,3299,7.91,1
Owari no Seraph,1,532,0,37,34,2015,2,0,12,12,23,42723,10593,24920,7.49,1
Kumo no Ito (2000),4,253,2,0,-1,2000,1,0,1,0,11,16,28,223,5.53,0
Cello Hiki no Gauche (OVA),4,253,2,44,0,1998,1,0,1,0,20,10,2,58,5.87,0
Danna ga Nani wo Itteiru ka Wakaranai Ken,2,464,0,22,11,2014,4,0,13,13,3,9783,2966,8857,7.33,1
Nagato Yuki-chan no Shoushitsu,2,40,0,22,11,2015,2,0,16,16,24,2955,2309,7655,6.72,0
Persona 4 the Golden Animation: Thank you Mr. Accomplice,2,213,3,17,44,2014,4,0,1,0,16,172,105,1244,6.53,0
Teekyuu 4,2,592,0,37,11,2015,2,0,12,12,2,648,367,483,6.7,0
Junketsu no Maria,1,15,0,22,11,2015,1,0,12,12,24,3651,1142,7308,7.13,1
Triage X,0,21,0,37,34,2015,2,0,10,10,23,2895,1820,7167,6.32,0
Uchuusen Sagittarius Pilot,4,47,3,17,21,1982,1,0,1,0,5,5,1,21,5.75,0
Akame ga Kill! Recap,1,311,3,34,17,2014,3,0,1,0,42,1215,446,2433,6.73,0
Tribe Cool Crew,3,0,0,5,16,2014,3,0,50,0,20,9,11,120,6.93,0
Yakata: Kannou Kitan,5,321,2,41,-1,2014,4,0,2,2,31,93,83,365,6.74,0
Under the Dog,0,380,2,34,21,2016,3,0,1,0,38,1257,958,4588,6.26,0
Zou no Senaka: Tabidatsu Hi,4,127,2,22,44,2007,4,0,2,0,3,6,3,38,5.98,0
Koukaku Kidoutai: Shin Movie,1,15,1,34,21,2015,2,0,1,0,100,1316,359,4200,7.46,1
Shinkyoku no Grimoire The Animation,5,103,2,0,43,2014,4,0,2,4,27,135,81,346,6.79,0
Diabolik Lovers OVA,2,31,2,15,30,2015,1,0,1,0,11,1171,1287,1907,5.74,0
"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",2,206,3,32,5,2014,4,0,1,0,11,183,79,669,6.8,0
Mushiba Tetsudou,4,158,1,20,17,2009,1,0,1,0,11,2,0,19,5.33,0
Show By Rock!!,2,1,0,11,5,2015,2,0,12,12,24,1234,567,6437,7.04,1
Porong Porong Pororo 2,4,47,0,20,-1,2005,4,0,52,0,5,18,23,32,5.74,0
Pororo-wa Noraehaeyo,4,47,0,20,5,2006,1,0,14,0,3,9,2,21,5.64,0
Porong Porong Pororo 3,4,47,0,20,21,2009,2,0,52,0,5,10,19,29,5.7,0
Porong Porong Pororo 4,4,47,0,20,1,2012,1,0,26,0,11,12,3,20,5.46,0
Porong Porong Pororo 5,4,47,0,20,1,2014,1,0,26,0,11,6,2,17,5.69,0
Yoligongju Loopy,4,47,0,20,2,2012,1,0,6,6,5,6,2,56,5.65,0
Karen Senki,2,593,4,34,21,2014,3,0,11,11,11,34,86,477,5.77,0
Toaru Majutsu no Index 10th Anniversary PV,2,5,3,34,11,2014,3,0,1,0,1,503,360,1805,6.82,0
Fate/kaleid liner Prisma☆Illya 2wei Herz!,2,378,0,34,11,2015,3,0,10,10,23,2941,947,4533,7.21,1
Pikmin Short Movies,4,594,1,20,0,2014,4,0,3,2,7,9,3,53,6.9,0
Fushigi Yuugi Special: Nakago Shikkari Shinasai!,3,8,3,11,-1,1996,3,0,2,0,2,44,36,112,7.09,1
Ubasuteyama,4,47,1,44,-1,1925,1,0,1,0,18,12,25,67,5.45,0
47 Todoufuken,4,595,0,20,11,2011,2,0,26,0,1,5,0,18,5.55,0
Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,2,25,3,11,44,2014,3,0,1,0,24,4374,1023,3350,7.46,1
Jutaijima,5,103,2,41,-1,2014,4,0,2,2,15,219,175,511,6.72,0
Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,2,5,3,11,-1,2014,3,0,3,0,5,153,265,768,5.89,0
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,2,84,2,37,11,2014,2,0,6,6,3,96,165,837,5.91,0
Glass no Kamen Desu ga to Z,2,351,0,11,47,2013,2,0,14,0,3,7,3,72,5.93,0
Tantei Kageki Milky Holmes TD,2,5,0,11,14,2015,1,0,12,12,22,45,40,403,6.45,0
God Eater,1,33,0,34,0,2015,3,0,13,13,23,11000,3099,17733,7.24,1
Gekkan Shoujo Nozaki-kun Specials,2,131,3,11,36,2014,3,0,6,0,3,4368,684,3046,7.74,1
Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,4,55,1,22,34,2015,2,0,1,0,103,5,3,53,6.99,0
Aldnoah.Zero 2nd Season,1,213,0,34,21,2015,1,0,12,12,23,10187,2547,4665,6.94,0
Baby Steps 2nd Season,2,8,0,37,36,2015,2,0,25,25,24,1960,194,1166,8.04,1
Stratos 4 OVA: Stratos 4.1 - Dutch Roll,2,36,3,34,21,2004,2,0,1,1,5,8,8,65,5.88,0
Oshiri Kajiri Mushi (TV) 3rd Season,4,380,0,20,11,2014,4,0,10,0,5,4,0,27,5.27,0
Saki Biyori Animation,2,444,2,22,11,2015,3,0,1,0,24,44,29,262,6.61,0
Kasumin,4,14,0,20,0,2001,4,0,26,0,25,1,0,41,6.34,0
Binan Koukou Chikyuu Boueibu LOVE!,2,119,0,11,32,2015,1,0,12,12,24,1087,596,3502,6.86,0
Battle Spirits: Burning Soul,3,596,0,4,-1,2015,2,0,51,51,22,11,6,247,6.68,0
Shounen Hollywood: Holly Stage for 50,2,31,0,15,32,2015,1,0,13,13,23,56,53,591,6.51,0
Jokei Kazoku III: Himitsu - The Anime,5,361,2,41,-1,2014,4,0,1,1,25,31,65,167,6.15,0
Anisava,2,29,0,11,36,2013,3,0,13,0,5,5,1,27,5.65,0
Plastic Memories,2,131,0,44,36,2015,2,0,13,13,24,29195,4462,27241,7.92,1
Sword Gai The Animation,1,15,4,22,34,2018,1,0,12,12,22,626,409,4081,5.78,0
Doamaiger D,4,554,0,34,11,2015,1,0,13,0,2,10,2,73,5.3,0
Nisekoi:,2,67,0,37,11,2015,2,0,12,12,24,13041,4036,6484,7.37,1
Yodaka no Hoshi (Music),2,127,5,44,0,2014,4,0,1,0,3,32,45,54,5.89,0
It Girl,2,550,5,5,-1,2014,3,0,1,0,5,14,29,26,5.67,0
Zhong Hua Xiao Zi,3,47,0,34,43,2006,4,0,26,0,25,3,0,137,6.01,0
Cardfight!! Vanguard G,2,29,0,37,34,2014,4,0,48,48,24,160,54,709,6.5,0
Fate/stay night: Unlimited Blade Works Prologue,2,33,3,34,0,2014,4,0,1,0,51,9188,805,6349,8.07,1
Long Zhi Gu: Poxiao Qibing,2,597,1,34,17,2014,3,0,1,0,90,1270,349,1337,7.19,1
Heavy Object,2,5,0,34,21,2015,4,0,24,24,23,4510,1095,7181,7.26,1
Durarara!!x2 Ten,1,575,0,34,14,2015,3,0,12,12,24,12690,1238,12167,7.99,1
Durarara!!x2 Ketsu,1,575,0,34,14,2016,1,0,12,12,24,11605,1141,12333,8.08,1
Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,2,463,4,11,-1,2014,4,0,13,13,2,306,170,462,6.68,0
Eromame,5,581,2,41,-1,2014,4,0,2,2,21,37,56,236,6.49,0
Ana no Oku no Ii Tokoro,5,152,2,41,-1,2014,4,0,2,2,22,69,95,220,6.26,0
Yama no Susume: Second Season Specials,2,448,3,11,32,2014,4,0,2,0,15,148,78,480,6.86,0
Sword Art Online II: Debriefing,2,213,3,34,17,2014,4,0,1,0,24,4368,1927,3518,6.59,0
Tokyo Ghoul √A,1,8,0,22,34,2015,1,0,12,12,24,48804,25444,7440,7.04,1
Gundam Build Fighters Specials,4,0,3,11,3,2014,1,0,3,0,4,13,4,228,6.51,0
Otome Hime,5,497,2,41,-1,2014,4,0,1,0,25,115,91,277,6.42,0
Anime de Wakaru Shinryounaika,2,55,4,22,11,2015,1,0,20,20,5,1141,643,3549,6.58,0
Urawa no Usagi-chan,3,598,0,11,32,2015,2,0,12,12,3,67,200,1199,5.38,0
Afro Samurai Pilot,0,2,3,22,34,2003,1,0,1,0,3,583,298,606,6.68,0
Gugure! Kokkuri-san Specials,2,29,3,37,11,2014,4,0,11,0,3,481,147,1142,7.2,1
Lupin III (2015),2,32,0,22,34,2015,4,0,24,11,25,521,65,2026,7.92,1
Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,4,47,4,0,-1,2013,4,0,1,0,9,10,6,83,5.02,0
Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,4,47,4,0,-1,2014,4,0,1,0,13,8,2,72,5.31,0
Steins;Gate: Soumei Eichi no Cognitive Computing,2,311,4,11,32,2014,4,0,4,3,3,6799,1841,5237,7.4,1
Senran Kagura Estival Versus: Mizugi-darake no Zenyasai,0,82,2,34,11,2015,1,0,1,0,30,175,156,1028,6.5,0
Hana to Alice: Satsujin Jiken,2,599,1,44,14,2015,1,0,1,0,98,1053,364,5634,7.28,1
Hibike! Euphonium,2,25,0,44,5,2015,2,0,13,13,23,7491,1118,18681,8.0,1
K: Return of Kings,2,385,0,34,43,2015,4,0,13,13,24,8741,1642,7849,7.59,1
Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!! OVA,2,5,2,8,-1,2014,4,0,2,0,25,14,0,132,5.98,0
Macross Δ,2,40,0,34,36,2016,2,0,26,26,23,1440,341,6362,7.27,1
Tsukimonogatari,1,67,0,11,14,2014,4,0,4,0,26,14805,1498,15054,8.11,1
Kitsune no Home Run Ou,4,47,1,20,35,1949,3,0,1,0,8,6,14,20,5.01,0
Baguda-jou no Touzoku,4,47,1,17,36,1926,4,0,1,0,15,12,31,40,5.09,0
Kogane no Hana,4,47,1,34,17,1929,1,0,1,0,16,24,3,37,4.82,0
Kokoro no Chikara,4,47,1,17,36,1931,1,0,1,0,11,19,7,38,5.15,0
Numa no Taishou,4,344,1,17,11,1933,4,0,1,0,7,24,6,30,4.99,0
Kaeru San Yuushi,4,47,1,17,11,1933,1,0,1,0,6,23,5,26,4.62,0
Kumo no Ito,4,47,1,0,-1,1946,1,0,1,0,10,62,71,368,5.37,0
Yuki no Yoru no Yume,4,47,1,44,-1,1947,1,0,1,0,8,19,2,36,5.3,0
Dangobei Torimonochou: Hirake - Goma no Maki,4,47,1,34,17,1952,1,0,1,0,9,22,2,32,5.24,0
Sword Art Online II: Sword Art Offline II,2,213,3,11,-1,2014,4,0,9,0,13,1361,1211,4021,6.56,0
Kyouryoku Boukuusen,4,47,1,34,40,1942,1,0,1,0,10,9,11,29,4.89,0
Shigatsu wa Kimi no Uso: Moments,2,213,2,37,5,2015,2,0,1,0,23,4579,645,3304,7.69,1
"Go! Go! 575: Meippai ni, Hajiketeru?",2,569,3,32,-1,2014,4,0,1,0,3,32,76,87,5.57,0
Wonder (Movie),4,468,1,10,-1,2014,1,0,1,0,8,59,65,214,6.07,0
Hana wa Saku: Touhoku ni Saku,4,413,3,20,0,2014,3,0,1,0,5,14,14,46,5.97,0
Gegege no Kitarou: Youkai Japan Rally 3D,4,3,1,17,0,2008,3,0,1,1,8,6,5,71,5.44,0
Shirobako Specials,2,206,3,17,11,2015,1,0,2,0,25,602,268,1053,6.85,0
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,2,5,0,34,17,2015,2,0,13,13,24,44609,9737,20610,7.58,1
Ochou Fujin no Gensou,4,47,1,44,40,1940,2,0,1,1,12,8,26,56,5.64,0
Nihon Animator Mihonichi,0,0,4,34,10,2014,4,0,35,0,8,881,279,3550,7.37,1
Kujakuou: Sengoku Tensei,4,417,4,34,43,2014,4,0,1,0,3,7,2,107,5.14,0
Yoru no Yatterman,2,61,0,34,17,2015,1,0,12,12,24,226,190,1533,6.51,0
Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,5,545,2,41,-1,2014,4,0,1,1,30,643,258,545,7.2,1
Buta no Gotoki Sanzoku ni Torawarete Shojo wo Ubawareru Kyonyuu Himekishi & Onna Senshi,5,464,2,41,-1,2015,1,0,1,1,24,68,134,245,5.82,0
Shokugeki no Souma,2,5,0,37,2,2015,2,0,24,24,25,39178,3708,21497,8.21,1
Miss Monochrome The Animation: Manager,4,524,2,11,32,2014,2,0,1,0,4,90,133,244,6.23,0
Ofuro no Kazoe Uta,4,413,5,20,5,1980,1,0,1,1,3,8,10,18,5.08,0
Fastening Days,4,430,4,20,-1,2014,4,0,1,10,15,58,78,276,6.43,0
Ketsuekigata-kun! 2,2,22,0,11,-1,2015,1,0,12,3,2,21,20,190,6.45,0
Harmony,0,77,1,21,12,2015,4,0,1,0,119,2756,1406,10263,6.94,0
Saint Seiya: Soul of Gold,2,3,4,37,34,2015,2,0,13,13,24,62,31,649,7.06,1
Etotama,2,312,0,34,11,2015,2,0,12,12,24,476,267,3379,6.82,0
Death Parade,1,2,0,44,14,2015,1,0,12,12,23,61239,6686,30645,8.18,1
White Album 2 Picture Drama,0,40,3,44,13,2014,2,0,2,2,6,79,101,982,5.94,0
Indie Anibox: Selma Danbaekjil Coffee,4,47,1,11,44,2008,2,0,1,0,75,12,18,157,5.97,0
MapleStory Special,3,2,3,20,34,2008,3,0,1,0,21,0,0,30,5.42,0
Ahiru Rikusentai,4,47,1,20,34,1940,1,0,1,0,13,19,8,34,5.05,0
Ari-chan,4,47,1,11,5,1941,1,0,1,0,11,20,4,30,5.22,0
Arslan Senki (TV),1,524,0,37,34,2015,2,0,25,25,24,9329,1443,14669,7.68,1
Ulibyeol Ilhowa Eollugso,4,47,1,20,11,2014,1,0,1,0,81,15,13,89,5.77,0
Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,4,14,1,20,11,2015,4,0,1,0,94,8,0,113,6.79,0
Sengoku Musou,2,107,0,34,40,2015,1,0,12,12,24,319,150,1835,6.54,0
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,2,530,2,37,34,2015,1,0,1,0,26,4311,1210,3196,7.37,1
Ore Monogatari!!,2,2,0,15,11,2015,2,0,24,24,22,11312,2032,13043,7.92,1
Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,2,404,2,15,11,2015,2,0,1,0,23,2358,665,2156,7.26,1
Broots,3,29,3,21,3,1984,1,0,1,0,5,2,0,20,4.94,0
Oni Chichi 2: Harvest,5,321,2,41,-1,2015,1,0,1,1,30,347,209,380,6.67,0
Koi Maguwai,5,497,2,36,41,2014,4,0,1,1,24,328,183,497,6.81,0
Kanojo wa Dare to demo Sex Suru.,5,103,2,41,-1,2015,1,0,2,2,16,202,177,410,6.63,0
2005-nen Uchuu no Tabi,4,47,3,10,21,2005,4,0,1,0,1,13,73,68,4.47,0
Guitar Shoujo!,4,440,3,32,-1,2011,4,0,1,0,0,6,2,38,4.91,0
Hikari no Megami,4,67,3,34,0,2014,2,0,1,0,2,30,48,225,6.59,0
Henna ABC,4,413,5,20,5,1986,2,0,1,0,2,12,1,14,5.17,0
Dr. Slump: Arale-chan '92 Oshougatsu Special,2,3,3,37,11,1992,1,0,3,0,28,2,0,46,5.82,0
Dr. Slump: Arale-chan Specials,2,3,3,37,11,1981,4,0,2,0,24,3,0,45,5.8,0
Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,2,3,3,37,11,1982,1,0,1,0,46,4,0,45,6.03,0
Monster High: Kowa-ike Girls,4,97,4,43,-1,2014,4,0,8,3,3,32,59,118,5.44,0
Seto no Hanayome Picture Drama,2,18,3,11,36,2010,1,0,1,1,15,29,37,277,6.35,0
Joukamachi no Dandelion,2,504,0,22,11,2015,3,0,12,12,24,2134,744,6237,7.19,1
Ao no Kanata no Four Rhythm,2,11,0,44,21,2016,1,0,12,12,24,1837,1116,4808,6.67,0
Q Transformers: Kaette Kita Convoy no Nazo,2,351,0,32,3,2015,1,0,13,1,5,6,10,100,5.53,0
Ansatsu Kyoushitsu: Deai no Jikan,2,470,3,37,34,2014,4,0,1,0,10,5203,1498,3815,7.44,1
Katsura Hime,4,344,1,34,11,1937,1,0,1,0,2,27,5,42,5.13,0
Kyoukai no Rinne,2,84,0,37,11,2015,2,0,25,25,24,965,352,3208,6.89,0
Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,3,14,4,20,34,2014,4,0,1,0,4,65,56,314,6.79,0
Baymax,4,600,5,44,21,2014,4,0,1,0,3,40,42,32,5.96,0
Hatsune Miku x Tetsuya Nomura,4,47,3,5,-1,2014,4,0,1,0,0,84,131,123,5.7,0
Shingeki no Bahamut: Genesis - Roundup,1,522,3,34,17,2014,4,0,1,0,24,524,343,1404,6.34,0
Detective Conan Movie 19: The Hellfire Sunflowers,2,29,1,37,34,2015,2,0,1,0,112,198,32,374,7.72,1
Sidonia no Kishi Movie,0,526,1,22,34,2015,1,0,1,0,134,573,117,1924,7.26,1
Rokka no Yuusha,2,521,0,34,17,2015,3,0,12,12,24,16898,4986,16734,7.31,1
Precure All Stars Movie: Haru no Carnival♪,4,3,1,15,34,2015,1,0,1,0,74,32,18,187,6.51,0
Ikenai Koto The Animation,5,361,2,41,-1,2015,1,0,1,1,15,59,114,199,6.1,0
Nosewasure: Onna Kyoushi Chuuzenji Ayano no Inutsu na Kore kara,5,361,2,41,-1,2015,1,0,2,2,17,51,104,195,5.88,0
Ai Tenchi Muyou! Recaps,2,359,3,37,11,2014,4,0,10,0,4,34,39,235,5.4,0
Garo: Guren no Tsuki,2,522,0,34,0,2015,4,0,23,24,24,229,365,2240,5.89,0
Garo Movie: Divine Flame,0,522,1,34,0,2016,2,0,1,0,78,1427,261,3383,7.58,1
Modern,4,553,1,10,-1,2010,1,0,1,0,6,10,30,44,4.98,0
Timbre A to Z,4,553,4,10,5,2011,1,0,26,0,0,7,2,33,4.63,0
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,2,47,3,11,-1,2014,1,0,5,0,1,279,273,798,6.18,0
Pac-World,3,117,0,17,11,2014,2,0,52,0,25,3,0,25,5.25,0
Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! Specials,2,5,3,11,0,2006,4,0,3,0,6,64,78,384,6.19,0
Hetalia: The World Twinkle,2,12,4,11,40,2015,3,0,15,10,5,908,206,1537,7.24,1
Punch Line,2,522,0,11,21,2015,2,0,12,12,23,3253,1455,8616,6.95,0
Ranpo Kitan: Game of Laplace,1,470,0,14,-1,2015,3,0,11,11,23,2076,1065,6468,6.6,0
Subete ga F ni Naru,1,213,0,14,21,2015,4,0,11,11,23,4208,1244,12286,7.26,1
Koutetsujou no Kabaneri,1,532,0,34,44,2016,2,0,12,12,22,24818,6742,19505,7.26,1
Shisha no Teikoku,1,532,1,21,40,2015,4,0,1,0,120,5171,2545,13246,6.89,0
Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,4,247,4,34,-1,2014,4,0,2,0,1,20,3,23,5.69,0
Dreams,0,47,1,10,-1,2011,1,0,1,0,5,11,7,50,3.8,0
Futon,4,47,1,10,5,2012,1,0,1,0,6,20,6,49,5.12,0
Great Rabbit,4,47,1,12,-1,2012,1,0,1,0,7,7,9,57,4.36,0
Haru no Shikumi,4,47,1,10,-1,2010,1,0,1,0,4,14,44,59,4.3,0
Kappo,4,47,1,10,5,2006,1,0,1,0,4,13,28,45,4.27,0
Red Colored Bridge,0,47,1,10,12,2012,1,0,1,0,5,15,10,50,3.58,0
Nenga no Kizuna,4,47,4,32,-1,2014,4,0,1,0,4,13,0,27,5.75,0
Go! Princess Precure,4,3,0,15,34,2015,1,0,50,50,24,127,35,708,7.76,1
Duan Nao,1,601,4,14,21,2014,4,0,16,0,14,25,32,2013,6.45,0
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,2,25,1,0,32,2015,2,0,1,0,90,13750,1664,13230,8.18,1
